goop-02402	Gigi Ha Jealous Of Sister Bella	0	https://www.gossipcop.com/gigi-hadid-jealous-bella-sister-modeling-career/	None	None	None	Andrew Shuster	None	Gigi Hadid NOT Jealous Of Sister Bella, Despite Report	5:31 pm, September 29, 2017	None	['None']
goop-01859	Sarah Jessica Parker “Dying” To Keep “Sex And The City” Alive, 	1	https://www.gossipcop.com/sarah-jessica-parker-sex-and-the-city-alive/	None	None	None	Shari Weiss	None	Sarah Jessica Parker NOT “Dying” To Keep “Sex And The City” Alive, Despite Claim	8:25 pm, January 10, 2018	None	['None']
goop-02628	Rob Kardashian’s Family Holding Intervention?	4	https://www.gossipcop.com/rob-kardashian-family-intervention/	None	None	None	Shari Weiss	None	Rob Kardashian’s Family Holding Intervention?	1:20 pm, July 29, 2017	None	['Rob_Kardashian']
goop-00207	Jennifer Aniston Creating ‘Friends’ Reboot Starring Kids Of Original Characters?	0	https://www.gossipcop.com/jennifer-aniston-friends-reboot/	None	None	None	Andrew Shuster	None	Jennifer Aniston Creating ‘Friends’ Reboot Starring Kids Of Original Characters?	10:03 am, September 27, 2018	None	['None']
goop-00476	Sarah Jessica Parker, Cynthia Nixon Feuding Over Run For Governor?	0	https://www.gossipcop.com/sarah-jessica-parker-cynthia-nixon-feud-governor/	None	None	None	Shari Weiss	None	Sarah Jessica Parker, Cynthia Nixon Feuding Over Run For Governor?	12:20 pm, August 11, 2018	None	['None']
goop-01517	Katy Perry Upset About Robert Pattinson “Dating Multiple Women,” 	0	https://www.gossipcop.com/robert-pattinson-dating-katy-perry-women-not-true/	None	None	None	Andrew Shuster	None	Katy Perry NOT Upset About Robert Pattinson “Dating Multiple Women,” Despite Report	4:55 pm, February 7, 2018	None	['None']
goop-01619	Jennifer Lopez Does Have “Pre-Wedding Rules” For Alex Rodriguez, 	0	https://www.gossipcop.com/jennifer-lopez-alex-rodriguez-wedding-rules-untrue/	None	None	None	Shari Weiss	None	Jennifer Lopez Does NOT Have “Pre-Wedding Rules” For Alex Rodriguez, Despite Report	2:18 pm, February 8, 2018	None	['None']
goop-02779	Anna Faris Pregnant With Chris Pratt’s Second Baby, 	0	https://www.gossipcop.com/anna-faris-pregnant-chris-pratt-second-baby-marriage-problems/	None	None	None	Andrew Shuster	None	Anna Faris NOT Pregnant With Chris Pratt’s Second Baby, Despite Tabloid Cover Story	4:02 pm, May 24, 2017	None	['None']
goop-00469	Suri Cruise Begging Mom Katie Holmes To Dump Jamie Foxx?	0	https://www.gossipcop.com/suri-cruise-katie-holmes-dump-jamie-foxx/	None	None	None	Shari Weiss	None	Suri Cruise Begging Mom Katie Holmes To Dump Jamie Foxx?	10:20 am, August 13, 2018	None	['None']
goop-01380	Meghan Markle Throwing Kate Middleton Surprise Baby Shower?	0	https://www.gossipcop.com/meghan-markle-kate-middleton-baby-shower-made-up/	None	None	None	Shari Weiss	None	Meghan Markle Throwing Kate Middleton Surprise Baby Shower?	3:21 am, March 16, 2018	None	['None']
goop-00859	Are Travis Scott And Kylie Jenner Married?	0	https://www.gossipcop.com/travis-scott-kylie-jenner-married-false/	None	None	None	Shari Weiss	None	Are Travis Scott And Kylie Jenner Married?	3:47 pm, June 7, 2018	None	['None']
goop-00742	Kim Kardashian “Considering Leaving” Kanye West Or Announcing Divorc	0	https://www.gossipcop.com/kim-kardashian-kanye-west-leaving-divorce-untrue/	None	None	None	Shari Weiss	None	Kim Kardashian NOT “Considering Leaving” Kanye West Or Announcing Divorce	10:14 am, June 27, 2018	None	['None']
goop-00359	‘Star Trek 4’ Canceled Over Chris Pine, Chris Hemsworth Salary Disputes, 	0	https://www.gossipcop.com/chris-pine-hemsworth-star-trek-4-canceled-salary/	None	None	None	Andrew Shuster	None	‘Star Trek 4’ NOT Canceled Over Chris Pine, Chris Hemsworth Salary Disputes, Despite Report	5:38 pm, August 29, 2018	None	['None']
goop-01767	Mark Wahlberg’s Constant “Primping” Driving Wife Rhea Durham Nuts?	0	https://www.gossipcop.com/mark-wahlberg-primping-wife-rhea-durham-body-shape/	None	None	None	Michael Lewittes	None	Mark Wahlberg’s Constant “Primping” Driving Wife Rhea Durham Nuts?	1:39 am, January 22, 2018	None	['None']
goop-00806	Blake Shelton, Gwen Stefani Wedding “Weeks Away”?	0	https://www.gossipcop.com/blake-shelton-gwen-stefani-wedding-weeks-away-not-true/	None	None	None	Michael Lewittes	None	Blake Shelton, Gwen Stefani Wedding “Weeks Away”?	4:48 pm, June 17, 2018	None	['None']
goop-01341	Nicole Richie “Pleading With Sofia” To End Scott Disick Romance, 	0	https://www.gossipcop.com/nicole-richie-sofia-scott-disick-romance-end-not-true/	None	None	None	Andrew Shuster	None	Nicole Richie NOT “Pleading With Sofia” To End Scott Disick Romance, Despite Report	5:48 pm, March 21, 2018	None	['Sofia']
goop-01404	Katy Perry Did “Tank” On “American Idol,” 	0	https://www.gossipcop.com/katy-perry-american-idol-reboot-tanks-struggles-wrong/	None	None	None	Shari Weiss	None	Katy Perry Did NOT “Tank” On “American Idol,” Despite “Train Wreck” Report	9:33 pm, March 12, 2018	None	['None']
goop-00991	Meghan Markle Pregnant Before Prince Harry Wedding, 	0	https://www.gossipcop.com/meghan-markle-pregnant-prince-harry-wedding-untrue/	None	None	None	Shari Weiss	None	Meghan Markle NOT Pregnant Before Prince Harry Wedding, Despite Report	12:23 pm, May 16, 2018	None	['None']
