goop-00388	Is Kim Kardashian Anorexic?	2	https://www.gossipcop.com/kim-kardashian-anorexic-weight/	None	None	None	Shari Weiss	None	Is Kim Kardashian Anorexic?	11:02 am, August 25, 2018	None	['None']
goop-01529	Beyonce Challenging Wendy Williams To “Sing-Off” After Auto-Tune Diss, 	0	https://www.gossipcop.com/beyonce-challenging-wendy-williams-sing-off-auto-tune-diss/	None	None	None	Holly Nicol	None	Beyonce NOT Challenging Wendy Williams To “Sing-Off” After Auto-Tune Diss, Despite Report	3:57 am, February 21, 2018	None	['None']
goop-01755	Kristen Stewart Did Quit Acting To Become Full-Time Director, 	0	https://www.gossipcop.com/kristen-stewart-quit-acting-full-time-director-wrong/	None	None	None	Shari Weiss	None	Kristen Stewart Did NOT Quit Acting To Become Full-Time Director, Despite Claim A Year Ago	3:56 pm, January 23, 2018	None	['None']
goop-01200	Matt Damon “Banned” Ben Affleck From His Life?	0	https://www.gossipcop.com/matt-damon-ben-affleck-friends-marriage-career/	None	None	None	Andrew Shuster	None	Matt Damon “Banned” Ben Affleck From His Life?	10:56 am, April 12, 2018	None	['Matt_Damon', 'Ben_Affleck']
goop-01013	Maddox Jolie-Pitt Wants To Live With Brad Pitt, Not Angelina Jolie?	1	https://www.gossipcop.com/maddox-live-brad-pitt-angelina-jolie-made-up/	None	None	None	Shari Weiss	None	Maddox Jolie-Pitt Wants To Live With Brad Pitt, Not Angelina Jolie?	9:53 pm, May 11, 2018	None	['Brad_Pitt']
goop-01006	Kylie Jenner Boyfriend Travis Scott Does Doubt He’s Stormi’s Dad, 	0	https://www.gossipcop.com/travis-scott-paternity-tim-chung-bodyguard-kylie-jenner-baby-stormi-not-true/	None	None	None	Holly Nicol	None	Kylie Jenner Boyfriend Travis Scott Does NOT Doubt He’s Stormi’s Dad, Despite Tim Chung Paternity Rumors	3:58 pm, May 13, 2018	None	['None']
goop-02508	Kendall Jenner “Warned” She’s “Not Welcome” By Blake Griffin’s Clippers?	2	https://www.gossipcop.com/kendall-jenner-warned-clippers-banned-blake-griffin-girlfriend-not-welcome/	None	None	None	Shari Weiss	None	Kendall Jenner “Warned” She’s “Not Welcome” By Blake Griffin’s Clippers?	3:18 pm, September 1, 2017	None	['Blake_Griffin']
goop-02299	Kylie Jenner Urging Travis Scott To Take Break From Tour During Pregnancy, 	0	https://www.gossipcop.com/kylie-jenner-urging-travis-scott-break-tour-pregnancy/	None	None	None	Michael Lewittes	None	Kylie Jenner NOT Urging Travis Scott To Take Break From Tour During Pregnancy, Despite Report	2:39 am, October 26, 2017	None	['None']
goop-01020	Angelina Jolie “Furious” Over Jennifer Aniston, Brad Pitt Baby Plans?	0	https://www.gossipcop.com/angelina-jolie-jennifer-aniston-brad-pitt-baby-reaction/	None	None	None	Shari Weiss	None	Angelina Jolie “Furious” Over Jennifer Aniston, Brad Pitt Baby Plans?	12:00 am, May 10, 2018	None	['Jennifer_Aniston', 'Angelina_Jolie']
goop-00387	Christina El Moussa, Ant Anstead Engaged?	0	https://www.gossipcop.com/christina-el-moussa-ant-anstead-engaged-proposed/	None	None	None	Shari Weiss	None	Christina El Moussa, Ant Anstead Engaged?	12:17 pm, August 25, 2018	None	['None']
goop-00965	Selena Gomez On Party Binge?	0	https://www.gossipcop.com/selena-gomez-party-binge-drinking-drugs/	None	None	None	Shari Weiss	None	Selena Gomez On Party Binge?	9:59 am, May 22, 2018	None	['None']
goop-00927	Kris Jenner, Corey Gamble Split Or “All Smiles” In Monaco?	2	https://www.gossipcop.com/kris-jenner-corey-gamble-monaco-split/	None	None	None	Michael Lewittes	None	Kris Jenner, Corey Gamble Split Or “All Smiles” In Monaco?	2:14 pm, May 27, 2018	None	['None']
goop-00269	Tom Cruise, Katie Holmes Met To Discuss Her Romance With Jamie Foxx?	0	https://www.gossipcop.com/tom-cruise-katie-holmes-jamie-foxx-meeting-romance/	None	None	None	Andrew Shuster	None	Tom Cruise, Katie Holmes Met To Discuss Her Romance With Jamie Foxx?	11:03 am, September 14, 2018	None	['Tom_Cruise']
goop-02148	Kylie Jenner “Stiffed” By “Keeping Up With The Kardashians”?	0	https://www.gossipcop.com/kylie-jenner-stiffed-kardashians-money/	None	None	None	Shari Weiss	None	Kylie Jenner “Stiffed” By “Keeping Up With The Kardashians”?	2:28 pm, November 24, 2017	None	['None']
goop-01524	Paris Jackson, Cara Delevingne Dating, “Romance Rumors” Are Tru	2	https://www.gossipcop.com/paris-jackson-cara-delevingne-romance-rumors-dating-not-true/	None	None	None	Shari Weiss	None	Paris Jackson, Cara Delevingne Dating, “Romance Rumors” Are NOT True	1:06 pm, February 21, 2018	None	['None']
goop-00398	Did Russell Crowe Pursue Nicole Kidman Amid Marriage Problems With Keith Urban?	0	https://www.gossipcop.com/nicole-kidman-keith-urban-russell-crowe-marriage-problems/	None	None	None	Andrew Shuster	None	Did Russell Crowe Pursue Nicole Kidman Amid Marriage Problems With Keith Urban?	10:42 am, August 23, 2018	None	['None']
goop-01986	Khloe Kardashian, Tristan Thompson Married, 	0	https://www.gossipcop.com/khloe-kardashian-married-tristan-thompson-ring-baby-bump-pic/	None	None	None	Holly Nicol	None	Khloe Kardashian, Tristan Thompson NOT Married, Despite Ring Speculation	11:54 am, December 21, 2017	None	['None']
goop-01113	Brad Pitt Going Back To School?	2	https://www.gossipcop.com/brad-pitt-back-school-classes/	None	None	None	Shari Weiss	None	Brad Pitt Going Back To School?	11:36 am, April 26, 2018	None	['None']
goop-01457	Ryan Seacrest “Nervous” About Oscars Red Carpet, 	0	https://www.gossipcop.com/ryan-seacrest-oscars-red-carpet-nervous-not-true/	None	None	None	Gossip Cop Staff	None	Ryan Seacrest NOT “Nervous” About Oscars Red Carpet, Despite Report	2:35 pm, March 4, 2018	None	['None']
