snes-05837	Muslims in the U.S. are specifically exempted from legislative requirements to purchase health insurance.	false	https://www.snopes.com/fact-check/health-insurance-exemptions/	None	Medical	None	David Mikkelson	None	Dhimmitude Exempts Muslims from Obamacare Requirements	13 April 2010	None	['United_States']
snes-00546	Did Tim Tebow Kneel During the National Anthem in Protest of Abortion?	false	https://www.snopes.com/fact-check/tim-tebow-kneel-anthem/	None	Politics	None	David Mikkelson	None	Did Tim Tebow Kneel During the National Anthem in Protest of Abortion?	26 May 2018	None	['None']
snes-03489	Donald Trump plans to do away with a new regulation put in place by President Obama that expands overtime to more workers.	mixture	https://www.snopes.com/fact-check/trump-to-strike-down-obamas-regulation-expanding-overtime/	None	Politics	None	Bethania Palma	None	Trump to Strike Down Obama’s Regulation Expanding Overtime?	23 November 2016	None	['Barack_Obama', 'Donald_Trump']
snes-00141	Senator John McCain's remains were carried to Washington, D.C., on a Boeing C-32A airplane commonly used as "Air Force Two."	true	https://www.snopes.com/fact-check/mccain-carried-air-force-two/	None	Politics	None	David Mikkelson	None	Was John McCain’s Body Carried to Washington on Air Force Two?	3 September 2018	None	['Washington,_D.C.', 'John_McCain']
snes-03016	Cuff Hijinks	mixture	https://www.snopes.com/fact-check/syrian-girl-handcuffed-airport/	None	Fauxtography	None	Kim LaCapria	None	Does a Photograph Depict a 5-Year-Old Syrian Girl Handcuffed at Dulles Airport?	2 February 2017	None	['None']
snes-05524	President Obama and the FCC fined ABC for airing A Charlie Brown Christmas because it was offensive to non-Christians.	false	https://www.snopes.com/fact-check/obama-fines-abc-charlie-brown-christmas/	None	Junk News	None	Kim LaCapria	None	Obama Fines ABC for Charlie Brown Christmas?	2 December 2015	None	['Barack_Obama', 'American_Broadcasting_Company']
snes-04157	A rare 'marbled fuark' was captured on camera in Eastern Cambodia.	false	https://www.snopes.com/fact-check/marbled-fuark/	None	Fauxtography	None	Dan Evon	None	The Marbled Fuark	29 August 2016	None	['None']
snes-01943	A town in New Jersey has forbidden residents from criticizing Muslims or Islam in keeping with sharia law.	mostly false	https://www.snopes.com/fact-check/did-a-new-jersey-town-forbid-residents-from-criticizing-islam/	None	Uncategorized	None	Bethania Palma	None	Did a New Jersey Town Forbid Residents From Criticizing Islam?	8 August 2017	None	['Islam', 'New_Jersey']
snes-00734	A photograph shows a mysterious 7-foot creature that has been terrorizing a village in Argentina.	false	https://www.snopes.com/fact-check/mysterious-creature-terrorizing-argentina/	None	Fauxtography	None	Dan Evon	None	Is a Mysterious Creature Terrorizing Argentina?	20 April 2018	None	['Argentina']
snes-05924	Al Sharpton owes more than four million dollars in unpaid taxes.	mixture	https://www.snopes.com/fact-check/al-sharpton-taxes/	None	Politics	None	Kim LaCapria	None	Does Al Sharpton Owe Millions in Back Taxes?	9 December 2014	None	['None']
