goop-01195	Channing Tatum, Jenna Dewan Split Over Halle Berry?	0	https://www.gossipcop.com/channing-tatum-jenna-dewan-halle-berry-split/	None	None	None	Andrew Shuster	None	Channing Tatum, Jenna Dewan Split Over Halle Berry?	6:09 pm, April 12, 2018	None	['None']
tron-00090	NYPD Blows Whistle on New Hillary Clinton Emails	unproven!	https://www.truthorfiction.com/nypd-blows-whistle-new-hillary-clinton-emails/	None	9-11-attack	None	None	['2016 election', 'criminal justice', 'donald trump', 'hillary clinton', 'the clintons']	NYPD Blows Whistle on New Hillary Clinton Emails	Nov 4, 2016	None	['None']
farg-00314	"The 20 richest people in our country own more wealth than the bottom half of the American population — 150 million people.”	none	https://www.factcheck.org/2016/01/sanders-wealth-inequality-stat/	None	the-factcheck-wire	Bernie Sanders	Lori Robertson	['Presidential Election 2016', 'Wealth Inequality']	Sanders’ Wealth Inequality Stat	January 8, 2016	[' At a rally – Tuesday, January 5, 2016 ']	['United_States']
pomt-14040	"No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable."	pants on fire!	/punditfact/statements/2016/may/27/newt-gingrich/newt-gingrich-offends-history-claims-trumps-timeli/	Donald Trump’s rapid ascension from reality TV star and businessman to presumptive Republican nominee is truly historic, former House Speaker Newt Gingrich, R-Ga, said in a post on Twitter. Shortly after Trump secured enough delegates to officially clinch the GOP nomination, Gingrich extolled Trump in a post on social media. "No one in American history has moved from a June 16 announcement to a May 26 winning of a majority," Gingrich told his 1.55 million followers. "Trump's achievement is remarkable." Many do see Trump’s victory as remarkable. And Gingrich would have been on firmer ground had he stuck to the narrative of Trump's ascension rather than focusing on the timeline. But the speed at which Trump went from his announcement at Trump Tower to becoming the GOP standard bearer isn’t a remarkable achievement. Trump announced his candidacy for president June 16, 2015, in New York, and officially clinched the GOP nomination May 26, 2016, after 29 unbound delegates said they would support Trump. That’s a span of 346 days, if you include May 26. We didn’t have too look too far to find shorter spans for non-incumbents. John Kerry in 2004 John Kerry didn’t announce his run for the White House until Sept. 2, 2003, and he clinched the Democratic nomination May 5, 2004. That’s a speedy 246-day window. George W. Bush in 2000 Republicans, too, have been much quicker. George W. Bush announced his run for the White House June 12, 1999. He clinched the GOP nomination after the primaries of March 15, 2000, a span of 278 days. Al Gore in 2000 In the same election, Al Gore needed a little less time. Gore announced his run June 16, 1999, while clinching the same day as Bush, March 15, 2000. That’s 274 days. Bob Dole in 1996 Bob Dole, a senator from Kansas, announced his campaign April 10, 1995, and clinched the Republican nomination March 19, 1996. That’s 345 days, one fewer than it took Trump. Bill Clinton in 1992 Bill Clinton announced his campaign for president Oct. 3, 1991. Even though he didn’t clinch the Democratic nomination until June 2, 1992, he still only needed a total of 244 days — more than 100 days quicker than Trump. For the record, Trump took a few weeks less than Mitt Romney in 2012 and John McCain in 2008, and he easily bested Barack Obama, who needed about 16 months in 2008. A spokesman for Gingrich, Ross Worthington, said Gingrich's point was that no one has won the nomination from a standing-start in such a short period. "The other nominees you mention did not begin running for president on their announcement day," Worthington said. "Instead, they were clearly running, or at least preparing to run, for months or even years before they made an official announcement. They all had significant preexisting political operations and held significant political offices. The achievement that Newt is referring to is starting from zero to winning the nomination outright." Our ruling Speaking of Trump’s path to becoming the 2016 GOP standard-bearer, Gingrich said: "No one In American history has moved from a June 16 announcement to a May 26 winning of a majority." Whatever Gingrich was trying to say, it didn't come out quite right. As one person replied to the former speaker on Twitter, "This tweet sounds smart and impressive if someone doesn't have Google." Of the last eight non-incumbent presidential nominees, five (Kerry, Gore, Bush, Dole and Clinton) went from announcing their candidacy to becoming the presumptive nominee quicker than Trump. This claim is historically wrong. We rate it Pants on Fire! https://www.sharethefacts.co/share/074e91ef-90a1-47e2-bbdc-1513e9a78057	None	Newt Gingrich	None	None	None	2016-05-27T10:14:49	2016-05-27	['United_States']
pose-00555	Will allow state to file or join lawsuits to block federal health care reform. Said Walker: "We're going to pursue any and all legal options we have to keep this from being imposed on the people and businesses of Wisconsin."	promise kept	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/578/allow-state-to-file-or-join-lawsuits-to-block-fede/	None	walk-o-meter	Scott Walker	None	None	Allow state to file or join lawsuits to block federal health care reform	2010-12-20T23:16:36	None	['Wisconsin']
goop-00287	Madonna ‘Livid’ Over Lady Gaga’s ‘A Star Is Born’ Getting Oscar Buzz, 	0	https://www.gossipcop.com/madonna-lady-gaga-star-is-born-oscar-buzz/	None	None	None	Andrew Shuster	None	Madonna NOT ‘Livid’ Over Lady Gaga’s ‘A Star Is Born’ Getting Oscar Buzz, Despite Report	3:22 pm, September 11, 2018	None	['Lady_Gaga', 'Madonna_(entertainer)']
pomt-07399	Says Florida is one of a few or perhaps the only state "that has a statewide review of local land use and zoning decisions."	half-true	/florida/statements/2011/apr/29/chris-dorworth/comparing-floridas-growth-management-laws-others-a/	Here's a secret about floor sessions of the Florida House of Representatives -- they can get pretty repetitive. Most legislators ask questions about bills that they already know the answers to, and are simply asking the questions to make political points. Most amendments offered by Democrats in the GOP-dominated body fail. And most always, a bill's fate is known well ahead of time. But for hours, members go through a ritualistic sparring that -- to the first-time viewer -- can look unscripted. We start with that description, because we fact-checkers must admit to sometimes being guilty of tuning it all out. That is, until, our name is being called. The situation occurred on April 21, 2011, during a debate about a bill that would ease the amount of oversight the state Department of Community Affairs has over local land use issues. HB 7129 was going to pass, after all. The debate was academic. But Rep. Chris Dorworth, R-Lake Mary, shook us awake with his floor remarks advocating on behalf of the bill. "This is ripe for a PolitiFact, but I've asked in almost every committee we've seen this bill -- I don't believe any other state in the union has a system like we do," he said. "I think we might be the only (state) in the United States of America that has a statewide review of local land use and zoning decisions. And that means we are 50th, or 49th at worst, in terms of the fact that we have to get our local decisions approved through the state." First off, thanks, Rep. Dorworth, for the plug. The issue here is the state Department of Community Affairs' ability to review local comprehensive plans and amendments, and more specifically, to determine whether or not they are in compliance with state growth management laws. If the DCA finds a local comprehensive plan not in compliance, a judge is asked to settle the discrepancy. Dorworth and others want to relax that oversight, believing it can be unnecessary and burdensome. As Dorworth suggested, he also believes it's a one-of-a-kind standard in the United States. HB 7129 prescribes a more-streamlined process that attempts to cut the DCA review period in half, and strip some of the power the state agency now has to object to local land use decisions. We let Dorworth know that we were taking his challenge to fact-check his claim, and he said he has asked 10 different times if another state has Florida's system of review. "No one seemed to know," he told us. "People said Oregon has something like ours, but then they said that it's not the same." Understanding Florida's system Without getting too technical, we're not talking about a state review of every land use decision a local government makes (Dorworth oversimplified things in his original statement, which we will factor in when making our ruling). We're talking about comprehensive plans, which offer rough guidance on how a community can develop over time. The plan and corresponding maps let you know where the agricultural land in an area is -- and what someone can possibly build there -- and where a city defines its urban core and what can go along with that. As municipalities grow, they sometimes want or are asked to redraw their plans to accommodate more dense development. A common example would be wanting to designate agricultural or rural land for a more intense use. Florida has a very prescribed process for that, which includes time for the state to review the amendment and public hearings at the local level. (Here's a flow chart to help you follow.) If the local government approves the amendment, DCA then decides whether it is in compliance with state law. If the DCA deems the amendment is not in compliance, the local government is often asked to alter its plan, or to take the matter to court. In a contentious case, it's a judge who ultimately decides whether or not the amendment is permitted. The system in other states Rather than checking the 49 other states individually to see whether Dorworth is correct, we got a road map of places to examine from Stuart Meck, an associate research professor at Rutgers University in New Jersey who has written about state planning. He said several states, including Florida, had some level of state review of local land use decisions -- though the level of oversight varied. At each stop, we asked state planners or planning experts what other states might include stringent reviews of some local planning decisions. Most all states have some sort of appellate review of planning decisions, whether it's through the state government or through the courts, or both. But as we searched over the course of a week, we built a final list of suspects that most mirror Florida. They are the states of Oregon, Washington, Hawaii, Vermont and Rhode Island. In the Northeast, Vermont and Rhode Island have similar laws that give the state oversight over land use decisions, but only if local governments want to participate in state development grant programs. It's a carrot approach, said Jared Rhodes, the chief of Rhode Island's Division of Planning. In Rhode Island, a state review of local comprehensive plan amendments is essentially required, Rhodes said. But if the state does not approve of the amendment, it is still considered valid. "A state denial does not necessarily put the brakes on it," he said. In Vermont, municipalities have the option of submitting plans and plan amendments to state-created regional planning commissions. Local governments that receive approvals from the regional planning commissions can then be eligible for state grant funding, said Joss Besse, the director of community planning with the Vermont Department of Housing and Community Affairs. In Washington, local governments are required to send prospective land use changes to the state's Department of Commerce for review. But the state provides only technical assistance and does not override local decisions. "State agency written correspondence will not state that local plans are out of compliance with the (growth management act)," the state says on its website. "State agencies may express concerns, but conclusory statements as to compliance will be avoided." Oregon's rules -- which were created in 1973 -- are more stringent, and built the framework for Florida's law, former DCA secretary Tom Pelham told us. All Oregon cities and counties are required to have a comprehensive plan, and those plans must be approved by a seven-member state board. That was finished by 1985, said Bob Rindy, senior policy analyst and legislative coordinator with the Oregon Department of Land Conservation and Development. But when plans are amended, Rindy said, typically there is not much oversight. Local plan amendments are considered finalized 21 days after they are adopted by the local government unless someone appeals. Appeals, which can be initiated by the state or other affected parties, are first heard by a state Land Use Board of Appeals and then could enter the state court system. The rules are different, though, when local jurisdictions seek to expand their urban growth boundaries. Those expansions need the approval of the state, Rindy said. "When cities try and move out into farmland to grow larger, then the state has oversight over the decision how much they expand that boundary by," he said. "That's one of the things that puts us in the limelight." And then there is Hawaii, which by our estimation has the most state-level oversight of planning decisions -- even more so than in Florida. The state of Hawaii's Land Use Commission holds sweeping power over granting development rights outside the urban centers of the island chain, said David L. Callies, Kudo Professor of Law at the University of Hawaii, who was written a book about Hawaii's system for land use planning. The commission, appointed by the governor, decides whether land should be classified Agriculture, Conservation, Urban or Rural. Only in the Urban district, which makes up less than 4 percent of land in the state, do local land use controls like zoning apply without shared authority by the Land Use Commission, Callies said. If property owners wish to reclassify their land in order to develop it, they must receive the permission of the Land Use Commission. Callies said the commission generally accepts large-lot development projects in the Agriculture district. But, if "your land is in Conservation, you almost have no chance." Callies says the system is the most regulated in the country, and that going from raw land to completed development could take 10 years. Our ruling This is a tough claim to rule on for a couple of reasons. First, Dorworth oversimplified things when he said Florida reviews local land use decisions. The state review is of changes to comprehensive plans. Second, Dorworth said only that he might be right that Florida is the only state in the country with a state review procedure. Our analysis shows that Florida has a unique form of state review, but it's not the only state to have some oversight. Some are certainly less stringent. Vermont and Rhode Island offer incentives to provide oversight, while Washington offers just technical assistance to local governments. Oregon is similar in that major changes -- in its case, an expansion of the urban service boundary -- require state approval. And Hawaii has a system with a great amount of state oversight. Here's what Dorworth said: "This is ripe for a PolitiFact, but I've asked in almost every committee we've seen this bill -- I don't believe any other state in the union has a system like we do. I think we might be the only (state) in the United States of America that has a statewide review of local land use and zoning decisions. And that means we are 50th, or 49th at worst, in terms of the fact that we have to get our local decisions approved through the state." If you look at each sentence, Dorworth's first sentence is largely true, his second sentence is really not (except for adding might), and his third sentence is somewhere in between. The best way to explain this, perhaps, is to say that many states have procedures to review some local planning decisions, but Florida has more regulatory authority than most states. Acknowledging there is some room for debate here, we rate this claim Half True.	None	Chris Dorworth	None	None	None	2011-04-29T16:14:55	2011-04-21	['None']
thet-00039	Claim that Salmond show is on ‘Russian propaganda channel’ is Mostly True	none	https://theferret.scot/alex-salmond-russia-propaganda-rt/	None	Fact check Politics 	None	None	None	Claim that Salmond show is on ‘Russian propaganda channel’ is Mostly True	November 16, 2017	None	['Russia']
pomt-00721	The recently passed transportation funding bill is a billion-dollar tax increase for Georgians.	mostly true	/georgia/statements/2015/apr/27/debbie-dooley/maybe-not-today-and-maybe-under-different-name-tax/	Ever since Georgia voters roundly rejected regional sales taxes to fund road and transit projects in 2012, state leaders have pledged to take the lead on transportation. The Legislature made good on that promise this year with House Bill 170. Awaiting the governor’s signature, the measure is projected to raise nearly $670 million in transportation funding next year, by moving the state from a series of sales and excise taxes on gasoline to a single excise tax. That plus a mix of new fees for drivers of electric car and heavy trucks, the end of a popular tax credit for electric cars and a $5 per-night fee on hotel/motel stays, is expected to generate close to $1 billion a year to tackle the state’s backlog of transportation projects. "That is really what all of this has been about --- finding sensible and fair ways to make our transportation network better and keep Georgia moving forward," House Transportation Committee chair Jay Roberts, R-Ocilla, wrote in The Atlanta Journal-Constitution. Not that everyone was on board. Sen. Mike Crane, R-Newnan called the bill a "midnight run" on taxpayers. Debbie Dooley, who led part of the opposition to the 2012 sales tax referendum as chairman of the Atlanta Tea Party, echoed that language on her Twitter page. "GA Republicans just pulled a midnight run on taxpayers and passed a billion-dollar tax increase with a rushed vote giving only 2 hours," Dooley posted on March 31. Is that right? Does the long-awaited transportation plan translate into a massive tax hike? And with that, PolitiFact Georgia waded into the squishy semantics of what counts as a "tax" and what is a "fee." In public policy terms, a broad swath of people pay taxes, for broad services, even if they don’t use them. Homeowners pay property taxes to local governments, for instance, to fund police and fire departments they may never need. Fees, meanwhile, are charged for the use of a facility, service or good that government provides. Your federal taxes help fund national parks but you still pay a fee to camp under the stars. That much is clear. Where the lines blur is when politicos and journalists begin using the terms interchangeably. House Bill 170, for instance, refers to the state’s gas tax. The money paid by Leaf drivers, or hotel visitors? Those are called fees. But to public policy folks, the gas tax is more like a fee, said Barbara Neuby, a political science professor at Kennesaw State University who specializes in budget and finance issues. That’s because you can opt out of owning a car, never buy a gallon of gas and still benefit from others picking up the tab, making what they pay a fee. And to complicate things further? You can pay a tax and a fee at the same time. Don’t own a car but need some gas for your lawn mower? You aren’t using the road to drive but you still pay for the product. "A lot of it is semantics," Neuby said. "It’s a tax increase, or additional fees if you use certain things. To some people, that’s splitting hairs. Any time government extracts money from your pocket, folks tend to see it as a tax, even if it isn’t." There is not, in economic circles, a clear or bright line between the two terms. After all, the gas tax could be a user fee if only motorists paid it. But to an economist, if a 10-year-old walks to Dairy Queen for an ice cream cone, the price will include the cost of getting the treat’s ingredients to the store, said William J. Smith, the economics department chairman at the University of West Georgia. "Any good or service you purchase that involves transportation will involve the gas tax," Smith said. "So that’s why it’s so hard to say with any conviction that any one thing is either a tax or a fee." All told, both expert realms lend some credibility to Dooley, and the public, seeing the transportation bill as a giant tax hike. But that refers to the language distinction. Math math, however, does not fully back up claims about a tax increase. Jared Walczak, an analyst with the right-leaning Tax Foundation, examined Georgia’s gas tax at PolitiFact Georgia’s request. The current mixed system includes a 7.5 cent per gallon excise tax, a 4 percent sales tax and, generally a 3-4 percent local tax. The effective rate: 26.5 cents per gallon, based on the current AAA fuel price of $2.37 a gallon. And with the elimination of the local and state sales taxes and jump in excise tax? At today’s prices, motorists would pay 26 cents a gallon in taxes. The break-even point would be gas prices at $2.65 a gallon, Walczak said. And those calculations do not include the local option, which could add an additional 1 percent sales tax after a public vote. But because the bill also will index the excise tax to inflation, the amount paid is projected to go up over time, as the cost of living gradually rises. The state’s amended fiscal note acknowledges that index in its projections. The impact of the gas tax in 2016 will be up to $668 million. By 2020, the tax could generate as much as $867 million. "Some people will pay more under this proposal. Those who drive a heavy truck, those who drive an alternative vehicle, will certainly pay more immediately," Walczak said. "Certain others may pay less or identical amounts at this juncture, but in succeeding years that burden will be indexed to inflation and is apt to increase." Dooley said that conclusion remains the same, regardless of the semantic dispute. The Tea Party understood the need for transportation funding, she said. Members supported the bill repealing a jet fuel tax exemption for Delta, estimated to bring in $21 million this year and up to about $32 million in 2020. By not looking at other tax incentives to cut – such as credits given to the movie industry or breaks that helped lure Mercedes Benz USA’s headquarters – lawmakers ensured most Georgians will pay more for the necessary work, she said. "They are increasing the burden on everyday motorists in Georgia while giving out all of these subsidies to businesses," Dooley said. ""They can call it a fee all they like, but if it raises revenue like this does, it’s a tax," Experts quibble over the semantic distinction. And at least in the short term, people will pay slightly less, or about the same, on the tax that is the biggest piece of the funding overhaul. But over time, the experts agree that the burden on taxpayers will increase. The distinction between a tax and a fee brings it down a notch, but we rate Dooley’s statement about a "billion dollar tax increase" to be Mostly True.	None	Debbie Dooley	None	None	None	2015-04-27T00:00:00	2015-03-31	['None']
tron-01800	Sea Lice Attacking Florida’s Beaches	truth! & misleading!	https://www.truthorfiction.com/sea-lice-attacking-floridas-beaches-truth-misleading/	None	health-medical	None	None	None	Sea Lice Attacking Florida’s Beaches	Jun 8, 2016	None	['None']
pomt-12122	Says Sen. Bill Nelson "has aligned himself with communists and dictators," "went to Venezuela to admire Chávez’s revolution" and "supports murderers."	pants on fire!	/florida/statements/2017/aug/17/national-republican-senatorial-committee/ridiculous-statement-republicans-radio-ad-says-sen/	A national Republican group is misleading Miami voters with a radio ad that says U.S. Sen. Bill Nelson "supports murderers," pointing to the Democrat’s positions on Cuba and Venezuela. The crisis in Venezuela could become an issue for Florida candidates in 2018, including Nelson, who is expected to face a challenge from Republican Gov. Rick Scott. The Spanish-language ad by the National Republican Senatorial Committee attacks Nelson for meeting with then-Venezuela President Hugo Chávez in 2005 and tries to link Nelson to Chávez’s successor, Nicolas Maduro, and the Castro brothers of Cuba. Here’s part of the script in English: "In the past, (Nelson) has aligned himself with communists and dictators. Look at him with Cuba. He supported Obama when he negotiated with the other terrorists, the Castro brothers. When Nelson supports the Castros, that only reinforces and encourages others, like it did with Chávez’s and now with Maduro. In 2005, Bill Nelson even visited Hugo Chávez in Venezuela. Here it says Nelson went to Venezuela to admire Chávez’s revolution. If Bill Nelson supports murderers, I can’t support Bill Nelson." The fact that Nelson met with Chávez and supported Obama’s efforts to normalize relations with Cuba is by no means evidence that Nelson "supports murderers" or admired Chávez’s revolution. In fact, Nelson has repeatedly criticized the leadership of both Venezuela and Cuba. Nelson met with Chávez in 2005 but didn’t show admiration When we asked for evidence of the ad’s claims, an NRSC spokeswoman pointed to a Miami Herald article about a 2005 meeting between Nelson and Chávez. In January 2005, Nelson and two other U.S. senators on the Foreign Relations Committee -- Christopher Dodd, D-Conn. and Lincoln Chafee R-R.I. -- met with Chávez in Caracas. In addition to Venezuela, the senators traveled to Argentina, Bolivia, Paraguay and Peru to discuss counterterrorism, counter-narcotics and economic issues. The senators discussed with Chávez concerns about his relationship with the Revolutionary Armed Forces of Colombia (FARC), though Nelson also described the session as "very friendly (in) tone." Senators "made a point of emphasizing the need for a fresh start in the often troubled relationship between Washington and Chávez's government," the Herald wrote. An NRSC spokeswoman also pointed to a September 2006 editorial in Investor’s Business Daily that describes trips taken by Nelson as "junkets to Venezuela to admire Chávez's ‘revolution’ in his dog and pony shows." But the article included no evidence that Nelson admired Chávez’s revolution. There is evidence of Nelson, however, criticizing Chávez over his new media laws, private property seizures and pro-Chávez judicial appointments in a 2005 op-ed. "While we cannot accept Chávez's duplicity, his anti-democratic consolidation of power or his ties to Cuba, dialogue between the United States and Venezuela is needed to help avoid the real possibility of a disruption in the relationship with our fourth-largest oil supplier," he wrote. Nelson repeatedly criticized Chávez Other have called Nelson a frequent critic of Chávez. In 2004, the Miami Herald described Nelson as being "perhaps Chávez's fiercest critic in Congress." Nelson called on the federal government to investigate terrorist operations in Venezuela and called Chávez a "serious threat" governing in "an increasingly autocratic manner" and "unfriendly to the civilized world." In April 2014, Nelson held a joint press conference with Republican U.S. Sen. Marco Rubio to call for stepped-up attention to Venezuela for repressing political protests. "It's time to stand up and speak out," he said. In July 2017, after Maduro won re-election in which what has been described as a fraudulent vote, Nelson urged sanctions. "It's time that we consider cutting the imports of Venezuelan oil," Nelson said in a Senate Floor speech. "We are now dealing with a Cuban-style dictator." "Maduro has made himself dictator, and he and his cronies are bent on turning Venezuela's once-vibrant democracy and once-vibrant economy into a Cuban-style regime," he said. Nelson supported normalizing relations with Cuba but criticized Castro Nelson supported Obama’s move in December 2014 to normalize relations with Cuba, but he called for Castro to expand freedoms. The Republicans point to an article about Nelson speaking on CNN after Obama’s announcement. He described the day as "Hallelujah Day," as American Alan Gross was released from Cuba prison as part of the agreement. Nelson described himself as "anti-Castro" but saw Obama’s decision as a step in the right direction. In July 2015 when the U.S. and Cuba opened embassies, Nelson supported the move but continued to criticize Castro. "I still distrust Castro, but we have to get that regime to open up, stop human rights abuses, and give the Cuban people their basic freedoms," he said in a statement. The records of Chávez, Maduro and Castro The ad says that Nelson "supports murderers," which appears to be a reference to Chávez, Maduro and the Castro brothers. The leaders have been associated with political violence of different types. Sebastian A. Arcos, associate director at the Cuban Research Institute at Florida International University, said the Castro brothers have a well-documented history of politically motivated killings beginning in the early months of the Cuban Revolution and extending to recent years. "Chávez and Maduro do not have the Castro’s record of politically motivated killings," he said. "Under their collective rule, however, Venezuela has suffered a significant spike in the murder rate, already high before Chávez came to power. In addition, Maduro has been responsible for over 100 dead while repressing anti-government demonstrations." Andy Gomez, interim director of the University of Miami’s Institute for Cuban and Cuban-American Studies, called the attack on Nelson "absolutely silly." "Bill Nelson has always been anti-Castro and anti-Chávez and Maduro, the record speaks for itself," he said. "Does the U.S. ever take positions, or any senator including Bill (Nelson), approving atrocities being made to the people? Absolutely not. Has Sen. Nelson ever supported any of these guys? Absolutely not." Our ruling The NRSC radio ad says Nelson "has aligned himself with communists and dictators," "went to Venezuela to admire Chávez’s revolution" and "supports murderers." Though Nelson did visit Venezuela with other senators in 2005, he also repeatedly criticized Chávez in 2004 and 2005, calling him a "serious threat" and raised concerns about his property seizures, judicial appointments and "anti-democratic consolidation of power," as well as his ties to Cuba. Nelson has also been critical of Maduro, including the recent election, which he called a "sham." While Nelson agreed with Obama’s decision to normalize relations with Cuba in 2014, Nelson called for democratic reforms. This ad grossly distorts Nelson’s record about his visit with Chávez and about his record on the leadership of Venezuela and Cuba. We rate this statement Pants on Fire. ' See Figure 1 on PolitiFact.com	None	National Republican Senatorial Committee	None	None	None	2017-08-17T14:09:12	2017-08-14	['Venezuela', 'Hugo_Chávez', 'Bill_Nelson']
pomt-12517	Illegal immigration on the U.S.-Mexico border is "the lowest in 17 years."	true	/truth-o-meter/statements/2017/apr/25/donald-trump/illegal-immigration-lowest-17-years-trump-said/	President Donald Trump hasn’t been decisive on whether he’d sign a spending bill that did not include funding for his promised border wall. But he raised a related topic in an interview with the Associated Press: declining illegal immigration. "People want the border wall … They want to see the wall, they want to see security. Now, it just came out that they're 73 percent down. ... That's a tremendous achievement. ... Look at this, in 100 days, that down to the lowest in 17 years and it's going lower," Trump said in the April 21 interview, which we fact-checked. Trump’s wording did not specify what was the lowest in 17 years, but similar comments made by others in his administration indicate he was referring to apprehensions at the southwest border by border patrol agents. Historical data from Border Patrol show that Trump’s claim is accurate. Southwest border apprehensions Trump has used different timeframes to make a case that fewer people are attempting to cross into the United States illegally. He’s looked at year-over-year March border apprehension data to say there’s been a 64 percent decline; compared February 2017 numbers to the election month, November 2016 to say it’s gone down 61 percent; and said there was a 40 percent decline from January, the month he was inaugurated, to February. U.S. Customs and Border Protection data show that in March 2017 agents made 12,193 apprehensions at the U.S.-Mexico border. It is the lowest number in at least 17 years, according to monthly southwest border apprehension numbers since fiscal year 2000. Apprehension data is generally used as a metric to measure illegal immigration. Experts have told us that Trump’s rhetoric has played a role in deterring illegal immigration, perhaps more so than his newly issued policies, which may take longer to implement on the ground. "The recent dip in apprehensions likely does signify a trend, in particular as apprehensions typically rise in March and early spring," said Michelle Mittelstadt, spokeswoman for Migration Policy Institute, a nonpartisan think tank that researches migration. It’s still to be determined if it’s a temporary lull or a lasting decline, "but at this point it seems clear that would-be migrants are concerned about rising enforcement not just at the border but within the United States," Mittelstadt said. Apprehensions at the southwest border peaked in 2000 at 1.6 million (yearly total) but began a declining trend during the 2008-09 recession that has continued since, Mittelstadt said. Aside from policies and enforcement in the United States, factors in Mexico have contributed to lower apprehension numbers, Mittelstadt said, among them: lower birth rates, increased educational levels and an improved economy. Trump isn’t the only one who has said the numbers are declining; Democrats have cited the same point. During the Democratic National Convention we rated Mostly True a claim by U.S. Rep. Luis Gutierrez, D-Ill. that fewer people were crossing the southwest border than in the last three decades. More recently, Democratic congressman John Conyers Jr., of Michigan, also said apprehension rates had plummeted and that numbers for Mexicans caught by Border Patrol had reached their lowest point in nearly half a century. That also rated Mostly True. Mittelstadt, from Migration Policy Institute, noted that as the number of Mexicans apprehended has gone down recently, about one-third of apprehensions last year were Central American unaccompanied minors and families seeking refuge in the United States – presenting themselves to immigration authorities instead of evading detection. Apprehensions of Central Americans outnumbered those of Mexicans in 2014 and 2016. "Amid overall declining unauthorized inflows, the Obama administration prioritized putting more people in formal removal proceedings rather than permitting voluntary return, which increases the range of punishments for those seeking to re-enter illegally," Mittelstadt said. "And during the Obama administration, as occurred with prior administrations, sizable new border enforcement resources were provided by Congress." Our ruling Trump said illegal immigration on the U.S.-Mexico border is "the lowest in 17 years." Border Patrol data support Trump’s claim. In March, Border Patrol recorded 12,193 apprehensions at the southwest border, the lowest in at least 17 years. It’s worth noting that apprehension rates have been declining since the recession, and significantly so since their peak of 1.6 million in 2000. Overall, we rate Trump’s claim True. See Figure 1 on PolitiFact.com	None	Donald Trump	None	None	None	2017-04-25T17:03:35	2017-04-21	['None']
