tron-01927	Brilliant Beijing Hotel Brochure	unproven!	https://www.truthorfiction.com/chinese-hotel-brochure/	None	humorous	None	None	None	Brilliant Beijing Hotel Brochure	Mar 17, 2015	None	['None']
tron-00559	Washington Redskins Owner Dan Snyder Drops “Redskins” from Team Name	fiction!	https://www.truthorfiction.com/washington-redskins-owner-dan-snyder-drops-redskins-team-name/	None	business	None	None	None	Washington Redskins Owner Dan Snyder Drops “Redskins” from Team Name	Apr 29, 2016	None	['Washington_Redskins']
tron-01171	Photo of Ferguson Police Office Wilson’s Eye Socket Injury	fiction!	https://www.truthorfiction.com/darren-wilson-eye-socket/	None	crime-police	None	None	None	Photo of Ferguson Police Office Wilson’s Eye Socket Injury	Mar 17, 2015	None	['None']
tron-01539	Justice Antonin Scalia’s Death Sentence Quote	mostly fiction!	https://www.truthorfiction.com/justice-antonin-scalias-death-sentence-quote/	None	government	None	None	None	Justice Antonin Scalia’s Death Sentence Quote	Feb 16, 2016	None	['None']
tron-02258	Ebola Has Gone Airborne	fiction!	https://www.truthorfiction.com/ebola-airborne/	None	medical	None	None	None	Ebola Has Gone Airborne	Mar 17, 2015	None	['None']
tron-03228	President Obama Signed an Executive Order That Grants the President Power to Institute Martial Law	fiction!	https://www.truthorfiction.com/obama-executive-order-martial-law/	None	politics	None	None	None	President Obama Signed an Executive Order That Grants the President Power to Institute Martial Law	Mar 17, 2015	None	['None']
tron-01372	A Dog Meat Festival is Held Each Year in Yulin, China	truth!	https://www.truthorfiction.com/a-dog-meat-festival-is-held-each-year-in-yulin-china/	None	food	None	None	None	A Dog Meat Festival is Held Each Year in Yulin, China	Jun 22, 2015	None	['None']
tron-00808	U.S. Presidential Candidate Herman Cain’s Bio	truth!	https://www.truthorfiction.com/herman-cain-bio/	None	celebrities	None	None	None	U.S. Presidential Candidate Herman Cain’s Bio	Mar 17, 2015	None	['United_States']
tron-03656	Gift Card Scam Warning	truth!	https://www.truthorfiction.com/giftcardscam/	None	warnings	None	None	None	Gift Card Scam Warning	Mar 17, 2015	None	['None']
tron-01108	Four-year-old abducted in store, hair shaved, clothes changed	fiction!	https://www.truthorfiction.com/codeadam/	None	crime-police	None	None	None	Four-year-old abducted in store, hair shaved, clothes changed	Mar 17, 2015	None	['None']
tron-01093	Freddie Gray Had a Lengthy Arrest Record	truth!	https://www.truthorfiction.com/freddie-gray-had-a-lengthy-arrest-record/	None	crime-police	None	None	['Trending Rumors']	Freddie Gray Had a Lengthy Arrest Record	May 6, 2015	None	['None']
tron-01938	Healings at Barack Obama Rallies	fiction!	https://www.truthorfiction.com/obama-healings/	None	humorous	None	None	None	Healings at Barack Obama Rallies	Mar 17, 2015	None	['None']
tron-00750	Al Sharpton Blasts Tiger Woods For Lack of Diversity	fiction! & satire!	https://www.truthorfiction.com/sharpton-blasts-tiger/	None	celebrities	None	None	None	Al Sharpton Blasts Tiger Woods For Lack of Diversity	Mar 17, 2015	None	['None']
tron-02110	Leonardo used the same man for Jesus and Judas in the last supper painting	fiction!	https://www.truthorfiction.com/lastsupper/	None	inspirational	None	None	None	Leonardo used the same man for Jesus and Judas in the last supper painting	Mar 17, 2015	None	['Jesus', 'Judas_Iscariot']
tron-01490	Search Warrant Served at Obama Residence	fiction!	https://www.truthorfiction.com/search-warrant-served-obama-residence/	None	government	None	None	None	Search Warrant Served at Obama Residence	Apr 25, 2017	None	['None']
tron-03443	Plug pulled on valedictorian because of the religious content of her speech	truth!	https://www.truthorfiction.com/brittanymccomb/	None	religious	None	None	None	Plug pulled on valedictorian because of the religious content of her speech	Mar 17, 2015	None	['None']
tron-00085	Mattel Releasing Public Assistance Barbie	fiction!	https://www.truthorfiction.com/mattel-releasing-public-assistance-barbie/	None	9-11-attack	None	None	['political correctness', 'satire']	Mattel Releasing Public Assistance Barbie	Nov 28, 2016	None	['None']
tron-01054	Transgender Woman Caught Taking Photos in Target Bathroom	fiction!	https://www.truthorfiction.com/transgender-woman-caught-taking-photos-target-bathroom/	None	crime-police	None	None	None	Transgender Woman Caught Taking Photos in Target Bathroom	Apr 27, 2016	None	['None']
tron-01213	New High School Principal’s Opening Day Speech	fiction!	https://www.truthorfiction.com/high-school-principal-speech/	None	crime-police	None	None	None	New High School Principal’s Opening Day Speech	Mar 17, 2015	None	['None']
tron-02442	Canadian Teen Finds Lost Mayan City With Google Maps	disputed!	https://www.truthorfiction.com/canadian-teen-finds-lost-mayan-city-google-maps/	None	miscellaneous	None	None	None	Canadian Teen Finds Lost Mayan City With Google Maps	May 12, 2016	None	['None']
tron-02101	Picture of American soldier comforting a wounded little girl in Iraq	truth!	https://www.truthorfiction.com/gebhardt/	None	inspirational	None	None	None	Picture of American soldier comforting a wounded little girl in Iraq	Mar 17, 2015	None	['United_States']
tron-02120	Inspirational story titled “The Room”	fiction!	https://www.truthorfiction.com/theroom/	None	inspirational	None	None	None	Inspirational story titled “The Room”	Mar 16, 2015	None	['None']
tron-01811	Texas Girl Impregnated by Flu Shot	fiction!	https://www.truthorfiction.com/texas-girl-impregnated-by-flu-shot/	None	health-medical	None	None	None	Texas Girl Impregnated by Flu Shot	Oct 7, 2015	None	['None']
tron-02215	Vice Presidential Candidate John Edwards responsible for the flu vaccine shortage?	fiction!	https://www.truthorfiction.com/edwards-flu/	None	medical	None	None	None	Vice Presidential Candidate John Edwards responsible for the flu vaccine shortage?	Mar 17, 2015	None	['John_Edwards']
tron-01122	Video Shows Michael Brown Beating Old Man	fiction!	https://www.truthorfiction.com/michael-brown-beating-old-man/	None	crime-police	None	None	None	Video Shows Michael Brown Beating Old Man – Fiction!	Mar 17, 2015	None	['None']
tron-00572	Claims about Cadbury, Other Certified Halal Products Sold in Australia	truth! & fiction!	https://www.truthorfiction.com/claims-about-cadbury-other-certified-halal-products-sold-in-australia/	None	business	None	None	None	Claims about Cadbury, Other Certified Halal Products Sold in Australia	Sep 25, 2015	None	['None']
tron-03014	Clinton Campaign Started Birther Claims in 2008	truth! & fiction!	https://www.truthorfiction.com/clinton-campaign-started-obama-birther-claims-2008/	None	politics	None	None	['2016 election', 'barack obama', 'donald trump', 'hillary clinton']	Clinton Campaign Started Birther Claims in 2008	Sep 19, 2016	None	['None']
tron-00355	Middle Easterners celebrate the attack on America in a convenience store	fiction!	https://www.truthorfiction.com/budweiser-mcfarland/	None	9-11-attack	None	None	None	Middle Easterners celebrate the attack on America in a convenience store	Mar 16, 2015	None	['United_States']
tron-00526	Donald Trump Imposes 30% Tariffs on Solar Panel Imports	truth!	https://www.truthorfiction.com/donald-trump-imposes-30-tariffs-solar-panel-imports/	None	business	None	None	['business', 'donald trump', 'energy', 'green energy', 'trade']	Donald Trump Imposes 30% Tariffs on Solar Panel Imports	Jan 25, 2018	None	['None']
tron-02933	George Soros Arrested, Charged with Hate Crimes	fiction!	https://www.truthorfiction.com/george-soros-arrested-charged-with-hate-crimes/	None	politics	None	None	['donald trump', 'george soros', 'liberal agenda', 'satire']	George Soros Arrested, Charged with Hate Crimes	Feb 27, 2017	None	['None']
tron-01952	Al Gore getting confused on Bible Verse	fiction!	https://www.truthorfiction.com/gore/	None	humorous	None	None	None	Al Gore getting confused on Bible Verse	Mar 17, 2015	None	['None']
tron-01183	Who Am I?	truth!	https://www.truthorfiction.com/who-am-i-teddy/	None	crime-police	None	None	None	Who Am I?	Mar 17, 2015	None	['None']
tron-02906	Budweiser Pulls Out of NFL Over National Anthem Protests	fiction!	https://www.truthorfiction.com/budweiser-withdraws-nfl-national-anthem/	None	politics	None	None	['donald trump', 'National Anthem', 'nfl', 'protests']	Budweiser Pulls Out of NFL Over Handling of National Anthem Protests	Sep 27, 2017	None	['None']
tron-01453	Jones Juice may cause you to fail drug tests	fiction!	https://www.truthorfiction.com/jonesjuice/	None	food	None	None	None	Jones Juice may cause you to fail drug tests	Mar 13, 2015	None	['None']
tron-02102	The Four Finger Pianist	truth!	https://www.truthorfiction.com/hee-ah-lee/	None	inspirational	None	None	None	The Four Finger Pianist	Mar 17, 2015	None	['None']
tron-00855	Searching “Following Me” on Facebook Reveals Secret Followers	fiction!	https://www.truthorfiction.com/search-following-me-facebook-stalkers-hoax/	None	computers	None	None	['cyber attacks', 'facebook', 'hackers', 'warning']	Searching “Following Me” on Facebook Reveals Secret Followers, Staklers	Sep 21, 2017	None	['None']
tron-02952	Russia Is Blackmailing Donald Trump	unproven!	https://www.truthorfiction.com/russia-blackmailing-donald-trump/	None	politics	None	None	['2016 election', 'donald trump', 'foreign leaders', 'international']	Russia Is Blackmailing Donald Trump	Jan 12, 2017	None	['Russia']
tron-00004	Pope Francis Orders White Women to Have Children with Muslim Migrants	fiction!	https://www.truthorfiction.com/pope-francis-orders-white-women-breed-muslims/	None	9-11-attack	None	None	['christianity', 'immigration', 'international', 'islam', 'pope francis']	Pope Francis Orders White Women to Have Children with Muslim Migrants	Jun 7, 2018	None	['None']
tron-02998	Postal Worker Destroys Absentee Ballots in Trump Swing State	fiction!	https://www.truthorfiction.com/postal-worker-destroys-absentee-ballots-in-trump-swing-state/	None	politics	None	None	['2016 election', 'donald trump', 'liberal agenda']	Postal Worker Destroys Absentee Ballots in Trump Swing State	Oct 17, 2016	None	['None']
tron-02970	3 Million Non-Citizens Voted in 2016 Election	unproven!	https://www.truthorfiction.com/3-million-non-citizens-voted-2016-election/	None	politics	None	None	['2016 election', 'conspiracy', 'liberal agenda']	3 Million Non-Citizens Voted in 2016 Election	Nov 16, 2016	None	['None']
tron-00354	A poem about little Christine Hanson, a young air crash victim from 9/11	truth!	https://www.truthorfiction.com/christinehanson/	None	9-11-attack	None	None	None	A poem about little Christine Hanson, a young air crash victim from 9/11	Mar 16, 2015	None	['None']
tron-02398	There Were More Military Deaths During The Clinton Presidency Than During the George W. Bush Presidency	fiction!	https://www.truthorfiction.com/military-deaths/	None	military	None	None	None	There Were More Military Deaths During The Clinton Presidency Than During the George W. Bush Presidency	Mar 17, 2015	None	['None']
tron-00075	Pizza Hut Refuses Military Discounts, Veteran Discounts	truth! & fiction!	https://www.truthorfiction.com/pizza-hut-refuses-military-discounts-veteran-discounts/	None	9-11-attack	None	None	None	Pizza Hut Refuses Military Discounts, Veteran Discounts	Jan 23, 2017	None	['None']
tron-02378	Old Pictures From a Brownie Camera of the Attack on Pearl Harbor in 1941	fiction!	https://www.truthorfiction.com/pearl-harbor-photos/	None	military	None	None	None	Old Pictures From a Brownie Camera of the Attack on Pearl Harbor in 1941	Mar 17, 2015	None	['None']
tron-00376	Dog Owners Warned About Explosive Tennis Balls Lying in Grass	truth!	https://www.truthorfiction.com/dog-owners-warned-explosive-tennis-balls/	None	animals	None	None	['animals', 'dogs', 'facebook', 'warnings']	Dog Owners Warned About Explosive Tennis Balls Lying in Grass	May 19, 2017	None	['None']
tron-03565	Nancy Pelosi Scolds Lawmaker for Standing for Trump at State of the Union	fiction!	https://www.truthorfiction.com/nancy-pelosi-scolds-lawmaker-standing-trump/	None	trump	None	None	['congress', 'donald trump', 'gop', 'nancy pelosi']	Nancy Pelosi Scolds Lawmaker for Standing for Trump at State of the Union	Feb 2, 2018	None	['None']
tron-00051	Starbucks “Dreamer Day” on August 11th Offers Free Products to Illegal Immigrants	fiction!	https://www.truthorfiction.com/starbucks-dreamer-day-hoax/	None	9-11-attack	None	None	['illegal aliens', 'immigration', 'liberal agenda', 'starbucks']	Starbucks “Dreamer Day” on August 11 Offers Free Products	Aug 7, 2017	None	['None']
tron-01533	Miami Creates Lane for Texting Drivers	fiction!	https://www.truthorfiction.com/miami-creates-lane-for-texting-drivers/	None	government	None	None	None	Miami Creates Lane for Texting Drivers	May 25, 2016	None	['None']
tron-01485	Democrats Introduce Americans with No Abilities Act (ANNA)	fiction!	https://www.truthorfiction.com/americans-no-abilities-act-anna/	None	government	None	None	['congress', 'dnc', 'government waste', 'satire', 'the clintons']	Democrats Introduce Americans with No Abilities Act (ANNA)	Jun 2, 2017	None	['None']
tron-03099	“Meet Bernie Sanders” Column Covers Candidate’s Past	truth! & fiction!	https://www.truthorfiction.com/meet-bernie-sanders-column-covers-candidates-past/	None	politics	None	None	None	“Meet Bernie Sanders” Column Covers Candidate’s Past	 Feb 11, 2016	None	['None']
tron-02266	“Beezing” Trend Among Teens	truth!	https://www.truthorfiction.com/beezing/	None	medical	None	None	None	“Beezing” Trend Among Teens	Mar 17, 2015	None	['None']
tron-03276	Damage to the White House during trasition from Clinton to Bush	truth!	https://www.truthorfiction.com/trashingthewhitehouse/	None	politics	None	None	None	Damage to the White House during trasition from Clinton to Bush	Mar 17, 2015	None	['White_House', 'Bill_Clinton']
tron-00421	The World’s Most Expensive Coffee is From Beans Cycled Through an Indonesian  Monkey’s Digestive System	truth!	https://www.truthorfiction.com/kopiluwak/	None	animals	None	None	None	The World’s Most Expensive Coffee is From Beans Cycled Through an Indonesian  Monkey’s Digestive System	Mar 17, 2015	None	['None']
tron-00144	Philip Morris Will Release “Marlboro M” Marijuana Cigarettes in 2016	fiction!	https://www.truthorfiction.com/philip-morris-will-release-marlboro-m-marijuana-cigarettes-in-2016/	None	9-11-attack	None	None	None	Philip Morris Will Release “Marlboro M” Marijuana Cigarettes in 2016	Oct 30, 2015	None	['None']
tron-00440	The “Beaver Dam” correspondence between the state of Michigan and a land owner	truth!	https://www.truthorfiction.com/beaverdam/	None	animals	None	None	None	The “Beaver Dam” correspondence between the state of Michigan and a land owner	Mar 17, 2015	None	['Michigan']
tron-00914	Email from an airline with information about an e-ticket	virus!	https://www.truthorfiction.com/e-ticket-virus/	None	computers	None	None	None	Email from an airline with information about an e-ticket	Mar 17, 2015	None	['None']
tron-03595	‘My Friend Cayla’ Doll Being Hacked, Used for Espionage	truth! & disputed!	https://www.truthorfiction.com/friend-cayla-doll-hacked-used-espionage-truth-disputed/	None	warnings	None	None	['cyberattacks', 'products', 'warnings']	‘My Friend Cayla’ Doll Being Hacked, Used for Espionage	Feb 22, 2017	None	['None']
tron-02885	Click on www.givewater.org to help provide water for the poor	truth!	https://www.truthorfiction.com/givewater-org/	None	pleas	None	None	None	Click on www.givewater.org to help provide water for the poor	Mar 16, 2015	None	['None']
tron-02679	Appeal From Tracy Russell in Colorado to find her kids	truth!	https://www.truthorfiction.com/tracyrussell/	None	missing	None	None	None	Appeal From Tracy Russell in Colorado to find her kids	Mar 17, 2015	None	['Colorado']
tron-03021	PBS, Facebook Censored Jill Stein’s Criticism of Hillary Clinton	truth! & fiction!	https://www.truthorfiction.com/pbs-facebook-censored-jill-steins-criticism-of-hillary-clinton/	None	politics	None	None	['2016 election', 'censorship', 'facebook', 'hillary clinton', 'media']	PBS, Facebook Censored Jill Stein’s Criticism of Hillary Clinton	Sep 7, 2016	None	['None']
tron-01455	Illinois Resident Patty Nye Blasts Senator Dick Durbin for Calling Seniors “Greediest Generation”	fiction!	https://www.truthorfiction.com/patty-nye-dick-durbin-greediest-generation/	None	government	None	None	['congress', 'seniors', 'social security']	Illinois Resident Patty Nye Blasts Senator Dick Durbin for Calling Seniors “Greediest Generation”	Jun 6, 2018	None	['Dick_Durbin', 'Illinois']
tron-02831	Michelle Obama’s $447.39 Meal at the Waldorf-Astoria in New York	fiction!	https://www.truthorfiction.com/obama-michelle-lunch/	None	obama	None	None	None	Michelle Obama’s $447.39 Meal at the Waldorf-Astoria in New York	Mar 17, 2015	None	['Waldorf_Astoria_New_York', 'Michelle_Obama']
tron-01393	Cockroach eggs in taco meat	fiction!	https://www.truthorfiction.com/tacoroaches/	None	food	None	None	None	Cockroach eggs in taco meat	Mar 17, 2015	None	['None']
tron-03352	“Candy Maker’s Witness” Origin Story of the Candy Cane	fiction!	https://www.truthorfiction.com/candy-makers-witness-origin-story-of-the-candy-cane-fiction/	None	religious	None	None	None	“Candy Maker’s Witness” Origin Story of the Candy Cane	Dec 22, 2015	None	['None']
tron-01384	Woman Finds A Deep-Fried Chicken Head in Her Order of Fried Chicken at McDonald’s	unproven!	https://www.truthorfiction.com/chickenhead/	None	food	None	None	None	Woman Finds A Deep-Fried Chicken Head in Her Order of Fried Chicken at McDonald’s	Mar 20, 2015	None	['None']
tron-01861	Gay ad from Procter & Gamble?	truth!	https://www.truthorfiction.com/pandg-gays/	None	household	None	None	None	Gay ad from Procter & Gamble?	Mar 17, 2015	None	['None']
tron-01754	AIG Was Bailed Out  Because They Insured Congressional Pensions	fiction!	https://www.truthorfiction.com/aig-bailout/	None	government	None	None	None	AIG Was Bailed Out  Because They Insured CongressionalPensions	Mar 17, 2015	None	['None']
tron-02953	Celebrities Call for Hollywood Strike Until Donald Trump Resigns	fiction!	https://www.truthorfiction.com/celebrities-call-for-hollywood-strike-until-donald-trump-resigns/	None	politics	None	None	['celebrities', 'donald trump', 'liberal agenda']	Celebrities Call for Hollywood Strike Until Donald Trump Resigns	Jan 12, 2017	None	['None']
tron-01326	Safflower Oil Supplement Leads to Weight Loss, Less Belly Fat	unproven!	https://www.truthorfiction.com/cla-safflower-oil-weight-loss/	None	food	None	None	['medical', 'natural health', 'weight loss']	CLA Safflower Oil Leads to Weight Loss, Less Belly Fat	Jul 11, 2017	None	['None']
tron-03476	Photo Shows Endeavour’s Final Launch Above the Clouds	mostly truth!	https://www.truthorfiction.com/photo-shows-endeavours-final-launch-clouds/	None	space-aviation	None	None	None	Photo Shows Endeavour’s Final Launch Above the Clouds	Apr 14, 2016	None	['None']
tron-02336	Donating miles to military personnel on furlough	truth!	https://www.truthorfiction.com/heromiles/	None	military	None	None	None	Donating miles to military personnel on furlough	Mar 17, 2015	None	['None']
tron-02836	Michelle Obama cuts trip short because her husband is a Muslim and Sharia restrictions	fiction!	https://www.truthorfiction.com/michelle-obama-trip/	None	obama	None	None	None	Michelle Obama cuts trip short because her husband is a Muslim and Sharia restrictions	Mar 17, 2015	None	['Islam', 'Michelle_Obama']
tron-03537	Marc Thiessen’s Column on Obama “Courting Disaster” by Canceling Interrogations	authorship confirmed!	https://www.truthorfiction.com/marc-thiessens-column-on-obama-courting-disaster-by-canceling-interrogations/	None	terrorism	None	None	None	Marc Thiessen’s Column on Obama “Courting Disaster” by Canceling Interrogations	Aug 19, 2015	None	['None']
