tron-02955	Meryl Streep Gave Roman Polanski Standing Ovation	truth!	https://www.truthorfiction.com/meryl-streep-gave-roman-polanski-standing-ovation/	None	politics	None	None	['celebrities', 'donald trump', 'liberal agenda']	Meryl Streep Gave Roman Polanski Standing Ovation	Jan 10, 2017	None	['None']
tron-01728	Obama Administration Plans to Ban Fishing From U.S. Coastal and Inland Waters	opinion!	https://www.truthorfiction.com/fish-ban/	None	government	None	None	None	Obama Administration Plans to Ban Fishing From U.S. Coastal and Inland Waters	Mar 17, 2015	None	['None']
tron-00683	Actress Jane Fonda has become a born-again Christian	truth!	https://www.truthorfiction.com/janefonda/	None	celebrities	None	None	None	Actress Jane Fonda has become a born-again Christian	Mar 17, 2015	None	['Jane_Fonda']
tron-00194	The hospitality of Gander, Newfoundland to stranded airline passengers on September 11	truth!	https://www.truthorfiction.com/deltaflight15/	None	9-11-attack	None	None	None	The hospitality of Gander, Newfoundland to stranded airline passengers on September 11	Mar 17, 2015	None	['None']
tron-00279	DNA Test Confirms Dead Homeless Man was Elvis Presley	fiction!	https://www.truthorfiction.com/dna-test-confirms-dead-homeless-man-was-elvis-presley/	None	9-11-attack	None	None	None	DNA Test Confirms Dead Homeless Man was Elvis Presley – Fiction!	Mar 17, 2015	None	['None']
tron-02300	Man Jumped From an Altitude of 102,800 Feet Back to Earth	truth!	https://www.truthorfiction.com/kittenger-free-fall/	None	military	None	None	None	Man Jumped From an Altitude of 102,800 Feet Back to Earth	Mar 28, 2015	None	['None']
tron-00516	Help Find Reachelle Marie Smith	truth!	https://www.truthorfiction.com/reachelle/	None	appeals	None	None	None	Help Find Reachelle Marie Smith	Mar 17, 2015	None	['None']
tron-01991	Vietnamese Immigrant Quang Nguyen Speech at the Prescott Freedom Rally	none	https://www.truthorfiction.com/vietnames-immigrant-quang-nguyens-speech-prescott-freedom-rally/	None	immigration	None	None	['immigration', 'tea party', 'vietnam war']	Vietnames Immigrant Quang Nguyen’s Speech at the Prescott Freedom Rally	Jan 3, 2018	None	['None']
tron-01294	UK has removed The Holocaust from School Curricula?	fiction!	https://www.truthorfiction.com/holocaust-uk/	None	education	None	None	None	UK has removed The Holocaust from School Curricula?	Mar 17, 2015	None	['None']
tron-00398	41-lb. Rat Captured in New York City	fiction!	https://www.truthorfiction.com/41-lb-rat-captured-in-new-york-city/	None	animals	None	None	None	41-lb. Rat Captured in New York City	Nov 25, 2015	None	['None']
tron-02047	Ant and contact lens-an inspirational rock-climbing story	unproven!	https://www.truthorfiction.com/antandcontactlens/	None	inspirational	None	None	None	Ant and contact lens-an inspirational rock-climbing story	Mar 17, 2015	None	['None']
tron-03076	Ted Cruz Had Affairs with 5 Women	unproven!	https://www.truthorfiction.com/ted-cruz-affairs-5-women/	None	politics	None	None	None	Ted Cruz Had Affairs with 5 Women	Mar 28, 2016	None	['None']
tron-03232	Commentary by Newt Gingrich Disapproving The Construction of a Proposed Mosque Near Ground Zero	confirmed authorship!	https://www.truthorfiction.com/newt-911-mosque/	None	politics	None	None	None	Commentary by Newt Gingrich Disapproving The Construction of a Proposed Mosque Near Ground Zero	Mar 17, 2015	None	['None']
tron-00088	Obama Signs Executive Order to Investigate Election Results	fiction!	https://www.truthorfiction.com/obama-signs-executive-order-investigate-election-results/	None	9-11-attack	None	None	['2016 election', 'barack obama', 'donald trump']	Obama Signs Executive Order to Investigate Election Results	Nov 10, 2016	None	['None']
tron-02225	Palestinian Burn Patient Turned Suicide Bomber	truth!	https://www.truthorfiction.com/palestinian-burn-patient-bomber-091413/	None	medical	None	None	['international', 'islam', 'israel', 'terrorism']	Palestinian Burn Patient Turned Suicide Bomber	Mar 17, 2015	None	['None']
tron-02370	Veteran Rumble Email	fiction!	https://www.truthorfiction.com/veteran-rumble/	None	military	None	None	None	Veteran Rumble Email	Mar 17, 2015	None	['None']
tron-00278	Facebook to Begin Deleting Inactive Likes From Business Pages	truth!	https://www.truthorfiction.com/facebook-to-begin-deleting-inactive-likes-from-business-pages/	None	9-11-attack	None	None	None	Facebook to Begin Deleting Inactive Likes From Business Pages	Mar 17, 2015	None	['None']
tron-03154	Meeting President Bush at church	truth!	https://www.truthorfiction.com/stjohns/	None	politics	None	None	None	Meeting President Bush at church	Mar 17, 2015	None	['George_W._Bush']
tron-02468	The story of Jacqueline Saburido Who was Disfigured in an Accident Causedby a Drunk Driver	truth!	https://www.truthorfiction.com/jacqui/	None	miscellaneous	None	None	None	The story of Jacqueline Saburido Who was Disfigured in an Accident Causedby a Drunk Driver	Mar 17, 2015	None	['None']
tron-03602	Social Media Warnings About Gas Company Bandits	fiction!	https://www.truthorfiction.com/social-media-warnings-gas-company-bandits/	None	warnings	None	None	['Christmas', 'criminal justice', 'facebook', 'scams']	Social Media Warnings About Gas Company Bandits	Dec 19, 2016	None	['None']
tron-03335	Bill Perkins on Religious Leaders Meeting with Trump	authorship confirmed!	https://www.truthorfiction.com/bill-perkins-religious-leaders-meeting-trump/	None	religious	None	None	['2016 election', 'donald trump']	Bill Perkins on Religious Leaders Meeting with Trump	Sep 6, 2016	None	['None']
tron-03310	The county supervisor with a red face at a board meeting	none	https://www.truthorfiction.com/keeshan-red-face/	None	redfaces	None	None	None	The county supervisor with a red face at a board meeting	Mar 17, 2015	None	['None']
