hoer-00083	Sun Powered Key Ring Tracking Device	bogus warning	https://www.hoax-slayer.com/key-ring-tracking-hoax.shtml	None	None	None	Brett M. Christensen	None	Sun Powered Key Ring Tracking Device Hoax	December 22, 2012	None	['None']
hoer-00908	Health Warning Scratch Card Silver Nitro Oxide Coating Causes Skin Cancer	bogus warning	https://www.hoax-slayer.net/bogus-health-warning-scratch-card-silver-nitro-oxide-coating-causes-skin-cancer/	None	None	None	Brett M. Christensen	None	Bogus Health Warning Scratch Card Silver Nitro Oxide Coating Causes Skin Cancer	May 15, 2018	None	['None']
hoer-00431	My First St@tus' Rogue Facebook Application	facebook scams	https://www.hoax-slayer.com/my-first-status-facebook.shtml	None	None	None	Brett M. Christensen	None	My First St@tus' Rogue Facebook Application	4th January 2011	None	['None']
hoer-00849	Identify Stroke Email - Three Simple Questions	true messages	https://www.hoax-slayer.com/identify-stroke.html	None	None	None	Brett M. Christensen	None	Identify Stroke Email - Three Simple Questions	April 2005	None	['None']
hoer-00615	Unlucky Frog LADEE Rocket Launch Photograph	true messages	https://www.hoax-slayer.com/frog-ladee-rocket-launch-image.shtml	None	None	None	Brett M. Christensen	None	Unlucky Frog LADEE Rocket Launch Photograph	September 13, 2013	None	['None']
hoer-00204	Tick Removal Advice - Liquid Soap Technique	misleading recommendations	https://www.hoax-slayer.com/liquid-soap-tick-removal.shtml	None	None	None	Brett M. Christensen	None	Tick Removal Advice - Liquid Soap Technique	April 23, 2013	None	['None']
hoer-01198	Facebook Survey Free Argos Gift Card	facebook scams	https://www.hoax-slayer.net/facebook-survey-scam-free-argos-gift-card/	None	None	None	Brett M. Christensen	None	Facebook Survey Scam Free Argos Gift Card	August 9, 2012	None	['None']
hoer-00304	Miley Cyrus is Dead - Miley Cyrus Suicide	facebook scams	https://www.hoax-slayer.com/miley-cyrus-rip-facebook-scam.shtml	None	None	None	Brett M. Christensen	None	Miley Cyrus is NOT Dead - Miley Cyrus Suicide Facebook Scam	September 3, 2013	None	['Miley_Cyrus', 'Paul_is_dead']
hoer-00912	Koobface Trojan Worm Facebook Warning Elements of Truth Mixed With Inaccurate Information	bogus warning	https://www.hoax-slayer.net/koobface-trojan-worm-facebook-warning/	None	None	None	Brett M. Christensen	None	Koobface Trojan Worm Facebook Warning Elements of Truth Mixed With Inaccurate Information	November 25, 2017	None	['None']
hoer-00218	Warnings Claim ALL 'bit.ly' Links Are Suspect and Should not be Clicked	misleading recommendations	https://www.hoax-slayer.com/bitly-bogus-warnings.shtml	None	None	None	Brett M. Christensen	None	Inaccurate Warnings Claim ALL 'bit.ly' Links Are Suspect and Should not be Clicked	11 April, 2011	None	['None']
