pomt-03627	"Six out of 10 of the highest unemployment rates are also in so-called right to work states."	half-true	/ohio/statements/2013/may/06/chris-redfern/ohio-democratic-party-chairman-chris-redfern-ties-/	When a couple of Statehouse Republicans prepared to introduce bills to make Ohio a "right to work" state last week, Ohio Democratic Party Chairman Chris Redfern lost no time going on the attack. Hours after Reps. Ron Maag and Kristina Roegner sent letters to House colleagues seeking co-sponsorship for what they called "Workplace Freedom" legislation, Redfern sent out a fundraising email saying such laws were "controversial, confusing, and wrong for workers and the middle class." "Six out of 10 of the highest unemployment rates are also in so-called right to work states," he wrote. PolitiFact Ohio thought we'd check. According to the National Right to Work Legal Defense Foundation, 24 states have passed some form of right-to-work law. (The exact provisions can vary; generally they ban public and private employers from forcing workers to join or pay dues to unions or other employee organizations.) They are Alabama, Arizona, Arkansas, Florida, Georgia, Idaho, Indiana, Iowa, Kansas, Louisiana, Michigan, Mississippi, Nebraska, Nevada, North Carolina, North Dakota, Oklahoma, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia and Wyoming. For unemployment data, we went to the federal Bureau of Labor Statistics, the nation's official source for unemployment statistics. Its most recent numbers are the preliminary figures for March 2013. The states with the highest unemployment rates, from the bottom up, were Nevada, Illinois, Mississippi, California, North Carolina, Rhode Island, New Jersey, Indiana, Michigan and (tied) South Carolina and Georgia. Six of the 10 are right-to-work states -- or, including the tie, 7 of the 11. But there is a question about causation vs. correlation -- whether right-to-work status produces lower or higher unemployment. Two of the right-to-work states are relatively recent. Indiana (where similar legislation was passed in 1957 and repealed in 1965) in February 2012 became the first state to adopt right-to-work status since Oklahoma a decade earlier. Michigan followed in December 2012. Of the 10 states with the lowest unemployment rates, eight were right-to-work states. Of those, as we noted in an earlier check, seven states -- North Dakota, Nebraska, South Dakota, Iowa, Utah, Wyoming and Oklahoma -- are from the Great Plains and the Mountain West, which in general were less hard-hit during the recession. So Redfern's statement about 6 of the 10 states with the highest unemployment rates is technically accurate. But it is misleading because it implies a cause-and-effect relationship that is bogus. We rate it Half True.	None	Chris Redfern	None	None	None	2013-05-06T06:00:00	2013-04-30	['None']
pomt-09611	"No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle."	true	/florida/statements/2010/jan/15/alex-sink/floridas-alex-sink-says-2009-fundraising-tops-for-/	Florida's leading Republican candidate for governor, Bill McCollum, is bragging that he raised more money in the last three months of 2009 than any other candidate running for the state's top elected post. That produced some crowing in response from Alex Sink, the major Democratic candidate. Sink raised more than $5 million in cash and check contributions in 2009, state campaign finance records show. "No Democratic campaign for governor has ever had these kinds of resources this early on in an election cycle, proving what a strong position our campaign is in going into 2010," Sink campaign manager Paul Dunn said on Jan. 6, 2010. We wanted to see if Sink, the state's chief financial officer, has built a war chest so large it's unusual for Florida Democrats. The state Division of Elections maintains an online database of campaign finance information for candidates going back to 1996. The online database covers gubernatorial elections in 1998, 2002, 2006 and 2010. We searched the years prior to each election to see if anyone matches or comes cl ose. Sink's 2009 total -- not including in-kind donations -- was $5,050,000. There were two leading Democrats running for governor in 2006, former U.S. Rep. Jim Davis and former state Sen. Rod Smith. Davis reported raising $1.65 million in 2005; Smith reported a total of $1.26 million in cash and check contributions. That's a little short of $3 million combined ($3.3 million when adjusted for inflation), way short of Sink's haul. Davis ultimately won the party's nomination, but was defeated by Republican Charlie Crist. In 2002, the two frontline Democrats were former U.S. Attorney General Janet Reno and Sink's husband, lawyer Bill McBride. Reno raised $570,000 in the year ahead of the election; McBride raised $743,000. McBride won that primary, but lost in November to incumbent Gov. Jeb Bush. The Democrat in 1998 was Lt. Gov. Buddy MacKay, who was trying to hold the governor's mansion following Lawton Chiles. MacKay raised $1.57 million the year ahead of the election. MacKay lost to Bush. We also checked back to the 1994 gubernatorial election, the last time Democrats won in Florida. Chiles raised a total of $2.7 million in private donations for that campaign, the St. Petersburg Times reported. That's worth nearly $4 million in today's dollars, but Chiles' total includes contributions made in the year prior and year of the election. Sink, on the other hand, still has 11 months of fundraising ahead. Prior to 1994, eclipsing $5 million a year before the election was inconceivable. Sink clearly has benefited by being the only major Democrat running for governor. She's also campaigning at a time that simply requires candidates to raise more money. Yet the $5 million Sink raised in cash and check contributions in 2009 is more than what Jim Davis and Rod Smith raised in 2005, combined. It's also more than what her husband, McBride, and Reno raised a year ahead of the 2002 election. MacKay in 1997 and Chiles in 1993 don't come close, either. We rate Sink's statement True.	None	Alex Sink	None	None	None	2010-01-15T13:59:00	2010-01-06	['None']
tron-00214	Forward an email for Jasmine	fiction!	https://www.truthorfiction.com/jasmine/	None	9-11-attack	None	None	None	Forward an email for Jasmine	Mar 17, 2015	None	['None']
snes-04484	Pope Francis endorsed Donald Trump for president.	false	https://www.snopes.com/fact-check/pope-francis-donald-trump-endorsement/	None	Junk News	None	Dan Evon	None	Pope Francis Shocks World, Endorses Donald Trump for President	10 July 2016	None	['None']
pomt-06704	Says Ron Paul insisted FEMA should be shut down.	true	/texas/statements/2011/sep/03/maureen-dowd/maureen-dowd-says-ron-paul-insisted-closing-fema/	Commenting on the federal response to Hurricane Irene, New York Times op-ed columnist Maureen Dowd wrote Aug. 30, 2011 that Republican presidential candidate Ron Paul’s scorn of government is "so great that he doesn’t even want it to coordinate (relief) in natural disasters." Dowd’s column says next that the Texas congressman insisted the Federal Emergency Management Agency, "which (Paul) calls ‘a giant contributor to deficit financing,’ should be shut down." Paul has long advocated less dependence on government. But does he want to fold FEMA, the agency entrusted with coordinating disaster response? Some background: President Jimmy Carter created FEMA through a 1979 executive order merging disaster-aid agencies across the government. Yet the agency says federal involvement in disaster relief began with an 1803 law enabling federal aid to a New Hampshire town after a fire. "In the century that followed," FEMA says, "ad hoc legislation was passed more than 100 times in response to hurricanes, earthquakes, floods and other natural disasters." After asking Paul’s campaign about his FEMA position, we found a CNN transcript of a May 13, 2011, interview of Paul by the network’s Wolf Blitzer, who asked if Paul wants to see the agency ended. Paul replied: "Well, if you want to live in a free society, if you want to pay attention to the Constitution, why not? I think it's bad economics. I think it's bad morality. And it's bad constitutional law." Paul continued: "Why should people like myself, who had, not too long ago, a house on the Gulf Coast and it's — it's expensive there, it's risky and it's dangerous. Why should somebody from the central part of the United States rebuild my house? Why shouldn't I have to buy my own insurance and protect about the potential danger? "Well, the reason we don't have market insurance is it's too expensive. Well, why is it expensive? Because it's dangerous. Well, so why should — why should we take money from somebody else who (doesn’t) get the chance to live on the Gulf and make them pay to rebuild my house?" "I mean it's — it's a moral hazard to say that government is always going to take care of us when we do dumb things. I'm trying to get people to not do dumb things. Besides, it's not authorized in the Constitution." More recently, according to MSNBC, Paul said in New Hampshire on Aug. 26, 2011 that "there’s no magic about FEMA," adding that it’s a "great contributor to deficit financing and quite frankly they don't have a penny in the bank. We should be coordinated but coordinated voluntarily with the states. A state can decide. We don't need somebody in Washington," the network quoted Paul saying. On Aug. 28, 2011, Paul spoke again about FEMA. According to video posted by Fox News, "Fox News Sunday" anchor Chris Wallace asked if Paul would do away with the agency and the things it was doing to help Americans faced with Hurricane Irene. Paul then described FEMA as inept in the wake of Hurricane Katrina, though he indicated he’s not inclined to shutter the agency immediately. "No, you don’t get rid of something like that in one day," Paul said. On Aug. 30, 2011, CNN’s Anderson Cooper prefaced a Paul interview by saying if elected president, Paul has said he’d do away with FEMA. Cooper shortly asked Paul: "So you say we don't need FEMA. Why?" Paul replied that "they don't have a very good record. I mean, these natural disasters are very, very dangerous, so I don’t understand why we’d turn it over to a federal bureaucracy. Federal bureaucracies as a whole don’t do a very good job, but FEMA has the worst reputation of almost any of them." He also said that the government should "look at how things were handled before we had FEMA." Later in the interview, Paul said the federal government should be available for disaster-related rescues. Paul’s campaign didn’t respond to our inquiry. We rate Dowd’s statement True.	None	Maureen Dowd	None	None	None	2011-09-03T06:00:00	2011-08-30	['None']
pomt-15232	Says Hillary Clinton has "been in office and in government longer than anybody else running here tonight."	mostly false	/truth-o-meter/statements/2015/aug/07/marco-rubio/rubio-says-hillary-clinton-office-longer-any-repub/	Sen. Marco Rubio, R-Fla., says the electorate should pick a candidate based on more than his or her resume. At the first prime-time debate for the 2016 Republican presidential primary, Rubio said he’s qualified even though he doesn’t have executive experience. "This election cannot be a resume competition," he said. "It’s important to be qualified, but if this election is going to be a resume competition, then Hillary Clinton's going to be the next president, because she's been in office and in government longer than anybody else running here tonight." Does Democratic frontrunner and former Secretary of State Hillary Clinton really have a longer government resume than all 17 candidates on the GOP side? If you only count Clinton’s years as a U.S. senator (2001-08) and and a secretary of state (2009-13), then Clinton has 12 years in office, and that’s easily outpaced by many of the GOP candidates. Rubio is likely counting her time as first lady of the United States, from 1993-2000, when she had a more formal role with her own administrative office and a voice in national policy discussions. While counting her First Lady years is debatable -- it’s not an elected or appointed office -- counting it would bring her total to about 20 years. If you counted her time as first lady of Arkansas from 1979-80 and 1983-92, that would bring the total to 31 years. (Clinton had a private position as a lawyer for the Rose Law Firm during much of this time, so it’s not equivalent to the responsibilities of first lady of the United States.) We think it’s a stretch to count the Arkansas years, so we would put Clinton’s experience at about 20 years. As we’ll see, there are several Republicans who have 20 years or more in public office. Among Republicans, there are three candidates who have no government experience: real estate mogul Donald Trump, former Hewlett-Packard CEO Carly Fiorina and neurosurgeon Ben Carson. Then there are the candidates who do not have at least 12 years in public office (the number of years Clinton has, minus her years as first lady): former Florida Gov. Jeb Bush, former Virginia Gov. James Gilmore, Sen. Rand Paul, R-Ky., and Sen. Ted Cruz, R-Texas. That leaves the candidates who have at least 12 years of experience: Former Arkansas Gov. Mike Huckabee: 14 years In 1993, he became Arkansas’ lieutenant governor. He served as the state’s governor from 1996 through the beginning of 2007. New Jersey Gov. Chris Christie: 17 years From 1994-98, he held a county-level representative position in New Jersey. He returned to government as New Jersey’s U.S. attorney from 2002-08, and he won election for governor in 2010. Louisiana Gov. Bobby Jindal: 17 years Jindal held various administrative positions in Louisiana and at the national level from 1996 through 2003. He then served in the U.S. House from 2005 through 2008, when he was elected governor. Rubio: 17 years experience In 2000, he joined the Florida House of Representatives after two years as a city commissioner in West Miami, Fla. He has served in the U.S. Senate since the 2010 election. Former Sen. Rick Santorum, R-Pa.: 20 years Santorum held various state-level positions from 1981-86. Then, he served in the U.S. House from 1991 through 1995 and then the Senate through the beginning of 2007. Wisconsin Gov. Scott Walker: 22 years In 1993, he became a member of the Wisconsin State Assembly. In 2002, Walker became Milwaukee County Executive. He has served as governor since winning election in 2010. Former New York Gov. George Pataki: 25 years Pataki was mayor of Peekskill, N.Y., from 1981 through 1984, then he served in the New York State legislature from 1985 through 1994. He served as governor 1995 through 2006. Sen. Lindsey Graham, R-S.C.: 28 years Graham had state and local attorney positions from 1988-94. He served in the South Carolina House of Representatives from 1993-95, when he entered the national House. He became a senator in 2003. Ohio Gov. John Kasich: 30 years In 1979, Kasich joined the Ohio Senate at age 26, following two years as a Senate aide. He served in the U.S. House of Representatives from 1983 through 2001. After time in the private sector, he became governor in 2011. Former Texas Gov. Rick Perry: 30 years In 1984, Perry was elected to the Texas House of Representatives. He became the state’s agriculture commissioner in 1990, lieutenant governor in 1998 and governor from 2000 through 2014. Our ruling Rubio said that Clinton has "been in office and in government longer than anybody else running here tonight." The only way Rubio gets near this is to count her years as first lady of Arkansas, which we think is a stretch. There are several Republicans who can make a good case that they have just as much experience if not more than Clinton, especially Perry of Texas and Kasich of Ohio. We rate Rubio’s statement Mostly False.	None	Marco Rubio	None	None	None	2015-08-07T00:55:38	2015-08-06	['None']
pomt-02638	"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down."	false	/truth-o-meter/statements/2014/jan/17/facebook-posts/viral-internet-meme-says-us-government-predicted-1/	With the recent legalization of recreational marijuana in Colorado, pot is hot. So when a reader was curious about the accuracy of an Internet meme about hemp -- a close botanical cousin of marijuana that has been caught up on in the war on drugs -- they sent it our way. The graphic says: "In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down." The claim has proliferated all over the Internet. Sometimes a source is listed (such as the U.S. Department of Agriculture archives), but none of the repetitions ever seems to have a checkable citation, much less a direct link to a verifiable source. We decided to take a closer look. First, some background on hemp. Hemp and marijuana are both varieties of the cannabis plant, but hemp has much lower levels of THC, the psychoactive compound that makes marijuana a drug. Over the years, hemp has been used to make a wide variety of products, from rope, fabrics and paper to food and fuel, but its use in the United States dwindled after World War II. After more than a decade of dormancy as a crop in the United States, hemp was effectively outlawed by the Controlled Substances Act of 1970, which drew no distinctions between hemp and cannabis, presumably because the two plants look so similar that it would be easy to conceal illegal marijuana plants in a field of hemp. Some states have since loosened their laws about hemp cultivation, but federal law remains a steep obstacle to efforts to revive the domestic hemp industry. Because the legal fates of marijuana and hemp have been closely intertwined over the years, supporters of decriminalizing marijuana have often made common cause with those who would like to revive hemp as a crop in the United States. That’s why the Internet meme we are checking struck a chord among marijuana-legalization supporters on social media. Still, widely believed doesn’t necessarily mean correct. Did the U.S. government really predict that hemp would, in the course of three decades, make wood obsolete as the raw material for making paper? The notion is not entirely implausible. The Agriculture Department does have "a lot of pre-World War II material on hemp," said Wayne Olson, a librarian at the National Agricultural Library, which is part of the Agriculture Department. That’s because hemp was once a cultivated crop in many states, especially Kentucky. The best known of these Agriculture Department documents is Bulletin 404, which features a pair of studies published in 1916 that investigate the plausibility of using hemp hurds -- a part of the hemp plant -- to make paper. This document has played a key role in the arguments of those who support legalizing hemp and marijuana, due partly to numerous citations in The Emperor Wears No Clothes, a book initially published in 1985 by the late Jack Herer, a pro-cannabis activist. Herer’s volume has been widely read within the pro-cannabis community, though it’s been questioned by historians for the quality of its scholarship. Even though Bulletin 404 was mentioned at several points in The Emperor Wears No Clothes, Herer’s book never makes the claim circulating in the Internet meme we’re checking. More to the point, when we looked at Bulletin 404 itself, we couldn’t find any reference to a prediction that "by the 1940s all paper would come from hemp." The papers that comprise Bulletin 404 are highly technical, dwelling on matters such as how much caustic soda was used in the tests and how to measure "unsieved hurds." Truth be told, the authors’ powers of prediction were rather faulty. They wrote that "there appears to be little doubt that under the present system of forest use and consumption, the present supply can not withstand the demands placed upon it." As anyone who uses paper knows, that certainly didn’t come to pass. Nor did the authors’ prediction that, "without doubt, hemp will continue to be one of the staple agricultural crops of the United States." And even that is not the same thing as predicting that all paper will eventually come from hemp. So Bulletin 404 is a dead end. What about other papers? Tom Murphy, the National Outreach Coordinator with the group Vote Hemp, pointed us to one additional document dating from around the same time -- a 72-page chapter from the Yearbook of the United States Department of Agriculture for 1913. But this document didn’t make the claim we’re checking, either. Olson of the National Agricultural Laboratory was skeptical that the claim actually exists somewhere in the department’s archives. "I have been here since 1987 and have a pretty good idea what’s in the collection, but I have not heard that quote," he said. And Joseph Schwarz of the National Archives and Records Administration said that his office, at our request, searched the general correspondence on hemp for 1916 and 1917 as well as the Online Public Access Catalog. Such a claim could not be located, he said. Academics expressed skepticism that the claim was made. "I never encountered this statement," said Michael Schaller, a University of Arizona historian. "At various times there have been many claims about hemp, so it is possible someone, somewhere, sometime, said it. But I have not seen it in any original source." Ralph Weisheit, a professor of criminal justice sciences at Illinois State University and author of Domestic Marijuana: A Neglected Industry, agreed that "it doesn't sound right. This was a time in our nation's history when trees were abundant, and I'd be surprised if a government agency was completely ruling them out as a source for paper." Ten other experts told PolitiFact that they had never heard of this claim, had never seen it persuasively documented, or both. "I have read Bulletin 404 carefully and can see no such claim," said Samuel Thayer, an expert in edible wild plants, author of The Forager’s Harvest, and creator of the Hemphoax.org website, which casts doubt on a wide variety of claims by hemp advocates. "It is possible the source is something else, but since I have not seen the claim referenced to any document in particular, and I know of no other USDA document regarding hemp from that year, that is my working hypothesis about where it came from." Our ruling The Facebook post said that "in 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down." The most plausible source for this -- Bulletin 404 -- is silent on this claim, and neither our own research nor any of the dozen experts we asked was able to come up with a definitive source. As with all claims of this type, it’s impossible to prove a negative, so we are willing to re-rate this claim if credible evidence emerges. However, our best efforts have turned up nothing more than a puff of smoke. Since the claim is unsupported, we rate it False.	None	Facebook posts	None	None	None	2014-01-17T14:19:04	2014-01-16	['United_States']
vogo-00562	Statement: “In total, the City Auditor’s Office identified $7,425,271 in potential monetary recoveries and cost savings for the City, which equates to $3 in potential savings for every $1 of audit costs,” wrote Eduardo Luna, San Diego auditor, in a memorandum to City Hall’s audit committee.	determination: mostly true	https://www.voiceofsandiego.org/topics/news/fact-check-the-auditors-worth/	Analysis: “Potential” is the key word in the statement we’re evaluating. The city of San Diego’s auditor and his staff have indeed recommended hundreds of changes in the way the city does business.	None	None	None	None	Fact Check: The Auditor's Worth	June 25, 2010	None	['San_Diego']
tron-00513	Pray for Chad, a soldier shot in the head in Iraq	truth!	https://www.truthorfiction.com/chad-snowden/	None	appeals	None	None	None	Pray for Chad, a soldier shot in the head in Iraq	Mar 17, 2015	None	['None']
pomt-08426	On privatization of Social Security.	full flop	/ohio/statements/2010/oct/19/jim-renacci/jim-renacci-has-come-down-both-sides-privatizing-s/	In the latest campaign ad for Alliance Democratic Rep. John Boccieri, a Greek chorus of indignant senior citizens ties Republican congressional candidate Jim Renacci to the third rail of politics. "Mr. Renacci. I’d rather put my Social Security money in here, or in here, or in here, than let you privatize MY Social Security," a group of them scold, throwing cash into a hole in the ground, a coffee can, and a dresser drawer. "I paid into Social Security for 40 years, it’s all I have, and you want to gamble it away on Wall Street, Mr. Renacci?" ask another pair of seniors, as the words "Jim Renacci wants to privatize Social Security" flash onto the screen, as if to answer their question. We thought we'd run Renacci's position on privatizing Social Security through the Flip-O-Meter, in light of Boccieri’s ad, to see if his position has been consistent. Renacci campaign manager Jim Slepian says the ad is false, and that Renacci does not want to privatize Social Security. He points to a spot on Renacci's website where the former Wadsworth mayor says the federal government must "implement reforms to address the growing fiscal crisis that is facing the Social Security balance sheet." On his website, Renacci stipulates Washington must "ensure that Social Security benefits are protected and that needed reforms are brought to bear that would not raise taxes or privatize the system." Slepian said that's still Renacci's position. "He has said time and time again that we cannot and should not privatize the system." We asked the Boccieri campaign what information they had that showed something different. Boccieri spokeswoman Jessica Kershaw pointed us to a survey Renacci filled out for "Project Vote Smart." In that survey, Renacci said he favored of privatizing parts of the Social Security system. "To the extent that I support privatizing elements of Social Security, I support allowing workers to privately invest a portion of their payroll taxes," Renacci explained on the Vote Smart website. We do not think that Renacci is advocating measures that amount to turning the entire Social Security system over to Wall Street. But that's not been the case, either, for previous privatization proposals. In 2005, for example, President George W. Bush promoted moving toward a government-funded program that also allowed for personal accounts. Rep. Paul Ryan, a Wisconsin Republican, has proposed a similar blend of programs as part of an overall budget plan he calls "The Roadmap." His plan, too, is a far cry from a wholly privatized system. So while Renacci's opposition to privatization is firm on his website, his answers to Project Vote Smart's survey suggest support for privatization as it has been proposed in the past. Reconciling those two positions and landing on two feet requires a Full Flop. Comment on this item.	None	Jim Renacci	None	None	None	2010-10-19T06:00:00	2010-10-18	['None']
